116.402	39.9296
116.404	39.9127
116.41	39.9426
116.393	39.9431
116.381	39.9521
116.413	39.8859
116.396	39.9318
116.424	39.9538
116.404	39.9051
116.403	39.932
116.408	39.9114
116.497	39.873
116.343	39.9472
116.404	39.9088
116.347	39.95
116.467	39.8877
116.4	39.9112
116.404	39.9109
116.33	39.923
116.314	39.9256
116.358	39.8434
116.396	39.9111
116.399	39.9002
116.488	39.9504
116.404	39.9154
116.42	39.9522
116.401	39.9454
116.421	39.9519
116.349	39.9122
116.4	39.9454
116.388	39.8802
116.381	39.9191
116.36	39.8417
116.324	39.9485
116.401	39.9175
116.404	39.907
116.448	39.8844
116.313	39.9248
116.415	39.9315
116.381	39.9521
116.406	39.8896
116.328	39.9174
116.405	39.9037
116.331	39.949
116.331	39.9155
116.343	39.943
116.413	39.9087
116.471	39.9313
116.35	39.9053
116.416	39.9548
116.4	39.906
116.379	39.9168
116.42	39.9522
116.37	39.8914
116.376	39.8905
116.486	39.882
116.404	39.9199
116.461	39.9404
116.398	39.9873
116.327	39.9629
116.379	39.9302
116.393	39.9018
116.393	39.905
116.388	39.9488
116.364	39.9376
116.397	39.9821
116.432	39.947
116.404	39.9429
116.462	39.9404
116.451	39.9214
116.46	39.9219
116.442	39.91
116.419	39.9237
116.407	39.9173
116.499	39.9333
116.457	39.8837
116.408	39.9215
116.396	39.941
116.355	39.9219
116.386	39.956
116.403	39.9289
116.409	39.9526
116.415	39.9249
116.403	39.9143
116.384	39.9529
116.398	39.9467
116.386	39.9417
116.408	39.9063
116.412	39.9455
116.453	39.9334
116.341	39.9432
116.318	39.9522
116.386	39.9495
116.412	39.9308
116.399	39.9286
116.392	39.9363
116.37	39.8936
116.406	39.9062
116.406	39.9261
116.403	39.9217
116.403	39.9235
116.419	39.8899
116.363	39.8788
116.321	39.8997
116.441	39.9135
116.454	39.9488
116.411	39.9449
116.419	39.9599
116.393	39.8929
116.391	39.9504
116.411	39.9559
116.38	39.8963
116.37	39.9299
116.409	39.9612
116.374	39.93
116.382	39.8648
116.407	39.9002
116.381	39.9071
116.397	39.9473
116.379	39.9294
116.394	39.8961
116.353	39.9008
116.392	39.9636
116.411	39.9424
116.438	39.9382
116.483	39.9563
116.391	39.8951
116.383	39.9141
116.409	39.9668
116.458	39.8906
116.365	39.9316
116.385	39.9299
116.4	39.8831
116.351	39.9463
116.469	39.9281
116.313	39.8957
116.387	39.9509
116.42	39.9503
116.513	39.9136
116.413	39.919
116.366	39.9012
116.334	39.9459
116.455	39.9518
116.403	39.9247
116.439	39.9232
116.377	39.8756
116.439	39.9385
116.469	39.8761
116.402	39.9296
116.402	39.9261
116.411	39.9084
116.401	39.9454
116.484	39.9558
116.461	39.9423
116.407	39.9008
116.366	39.8962
116.292	39.8701
116.454	39.9367
116.47	39.9478
116.448	39.8818
116.371	39.9457
116.424	39.9112
116.401	39.9022
116.486	39.882
116.42	39.8844
116.418	39.9279
116.387	39.9509
116.379	39.9275
116.371	39.9203
116.486	39.882
116.396	39.93
116.304	39.9141
116.305	39.8629
116.403	39.9256
116.318	39.9522
116.365	39.8685
116.467	39.8776
116.343	39.8959
116.385	39.9414
116.417	39.9199
116.416	39.9516
116.418	39.9205
116.475	39.9561
116.4	39.8845
116.405	39.8816
116.452	39.952
116.382	39.9419
116.389	39.98
116.42	39.8848
116.408	39.9428
116.396	39.8984
116.372	39.9106
116.365	39.8959
116.375	39.9142
116.488	39.9504
116.318	39.9615
116.396	39.93
116.412	39.9149
116.412	39.9313
116.396	39.93
116.386	39.9791
116.483	39.9563
116.451	39.9315
116.489	39.8813
116.326	39.8543
116.396	39.93
116.437	39.9154
116.425	39.8394
116.489	39.94
116.401	39.9171
116.401	39.9084
116.418	39.9517
116.415	39.9212
116.366	39.8956
116.423	39.9519
116.429	39.9242
116.429	39.9349
116.437	39.9068
116.379	39.9168
116.302	39.9352
116.471	39.9312
116.413	39.942
116.445	39.9557
116.484	39.9558
116.34	39.9069
116.427	39.9246
116.396	39.9318
116.44	39.9211
116.375	39.8857
116.381	39.9438
116.446	39.8953
116.438	39.9
116.441	39.9421
116.434	39.9495
116.337	39.9507
116.445	39.9153
116.428	39.9071
116.47	39.9085
116.471	39.947
116.361	39.9164
116.429	39.8708
116.424	39.9295
116.444	39.923
116.402	39.9296
116.326	39.8543
116.396	39.93
116.443	39.864
116.475	39.9561
116.444	39.8207
116.38	39.9545
116.389	39.9752
116.41	39.9158
116.398	39.9484
116.401	39.9455
116.399	39.9409
116.397	39.9433
116.396	39.93
116.419	39.8714
116.466	39.9181
116.46	39.9688
116.479	39.9578
116.408	39.9421
116.352	39.944
116.388	39.9218
116.43	39.9162
116.398	39.9233
116.342	39.9394
116.364	39.9186
116.373	39.9463
116.365	39.9147
116.456	39.9253
116.393	39.9407
116.465	39.8678
116.397	39.9696
116.424	39.902
116.381	39.9725
116.436	39.8853
116.358	39.9493
116.396	39.9564
116.378	39.9287
116.365	39.9744
116.374	39.9472
116.472	39.8971
116.437	39.9391
116.376	39.9137
116.406	39.9429
116.458	39.9233
116.512	39.903
116.517	39.911
116.429	39.9203
116.505	39.9207
116.391	39.9027
116.441	39.8899
116.425	39.9205
116.483	39.9563
116.438	39.9
116.401	39.9492
116.361	39.9842
116.365	39.9136
116.417	39.9317
116.421	39.9609
116.411	39.9464
116.419	39.8906
116.406	39.8975
116.352	39.9041
116.325	39.9549
116.42	39.9772
116.419	39.8703
116.4	39.9367
116.454	39.9488
116.406	39.9215
116.444	39.9038
116.438	39.9676
116.517	39.9047
116.464	39.9127
116.394	39.9417
116.426	39.9248
116.495	39.8916
116.417	39.9422
116.475	39.9541
116.383	39.9267
116.353	39.9441
116.459	39.9386
116.419	39.9473
116.351	39.9218
116.418	39.909
116.436	39.9801
116.376	39.9588
116.356	39.9301
116.488	39.9432
116.397	39.9245
116.392	39.8784
116.44	39.934
116.344	39.8828
116.426	39.9085
116.455	39.9284
116.428	39.9335
116.419	39.9552
116.429	39.9281
116.408	39.9407
116.475	39.9561
116.474	39.9559
116.48	39.9392
116.375	39.932
116.44	39.9211
116.307	39.9405
116.351	39.9548
116.511	39.9019
116.365	39.9137
116.396	39.93
116.386	39.9012
116.471	39.9088
116.451	39.9781
116.44	39.9211
116.38	39.8921
116.401	39.9214
116.392	39.8784
116.368	39.9402
116.461	39.9404
116.42	39.9341
116.426	39.952
116.401	39.9364
116.443	39.9464
116.467	39.8755
116.425	39.8893
116.396	39.93
116.42	39.8833
116.418	39.9264
116.459	39.9112
116.371	39.9029
116.485	39.9383
116.388	39.9418
116.44	39.9211
116.374	39.9339
116.425	39.8793
116.48	39.8415
116.397	39.9866
116.413	39.89
116.301	39.8977
116.483	39.9563
116.331	39.949
116.461	39.9403
116.396	39.93
116.444	39.9008
116.389	39.98
116.359	39.8771
116.396	39.93
116.451	39.9481
116.372	39.8986
116.404	39.9504
116.459	39.9111
116.442	39.9402
116.342	39.9386
116.425	39.8893
116.374	39.92
116.429	39.9521
116.396	39.93
116.408	39.9063
116.325	39.9202
116.404	39.905
116.427	39.9282
116.387	39.9579
116.4	39.9437
116.475	39.9561
116.461	39.9212
116.506	39.885
116.363	39.9593
116.336	39.9474
116.381	39.8781
116.423	39.9056
116.441	39.9768
116.43	39.9031
116.418	39.9279
116.421	39.8939
116.468	39.9733
116.491	39.8876
116.41	39.9172
116.398	39.9544
116.421	39.9218
116.411	39.9491
116.485	39.8777
116.412	39.8791
116.348	39.9302
116.391	39.895
116.406	39.8791
116.484	39.8872
116.395	39.9498
116.401	39.9487
116.375	39.9142
116.395	39.9292
116.433	39.9637
116.447	39.901
116.377	39.924
116.419	39.8877
116.413	39.9348
116.437	39.9787
116.414	39.94
116.44	39.9075
116.418	39.9516
116.386	39.9495
116.448	39.9222
116.442	39.9402
116.377	39.9178
116.326	39.8543
116.396	39.93
116.381	39.9461
116.396	39.9083
116.35	39.9066
116.399	39.9212
116.399	39.9839
116.424	39.9541
116.389	39.9546
116.403	39.9502
116.466	39.9157
116.435	39.9265
116.44	39.9211
116.409	39.9253
116.396	39.93
116.416	39.9422
116.399	39.9328
116.422	39.9404
116.374	39.9281
116.403	39.9049
116.314	39.9363
116.426	39.9164
116.407	39.8997
116.381	39.9191
116.484	39.9558
116.474	39.9058
116.38	39.8988
116.364	39.8792
116.422	39.8837
116.307	39.9332
116.317	39.9538
116.397	39.9429
116.408	39.9075
116.438	39.9
116.427	39.9169
116.416	39.895
116.366	39.9385
116.42	39.9208
116.408	39.9744
116.396	39.942
116.437	39.9231
116.391	39.9422
116.431	39.8887
116.41	39.941
116.396	39.93
116.43	39.9045
116.396	39.93
116.442	39.9019
116.396	39.93
116.402	39.8932
116.484	39.9022
116.475	39.943
116.425	39.9313
116.421	39.9362
116.404	39.9279
116.501	39.9006
116.399	39.9848
116.475	39.9561
116.475	39.9561
116.413	39.9888
116.411	39.9193
116.396	39.93
116.343	39.8909
116.424	39.9542
116.351	39.9065
116.41	39.9426
116.42	39.8846
116.408	39.9391
116.382	39.8943
116.396	39.93
116.433	39.9503
116.392	39.9033
116.406	39.94
116.396	39.93
116.41	39.9473
116.482	39.9415
116.396	39.93
116.411	39.8857
116.492	39.9516
116.489	39.9175
116.478	39.9122
116.36	39.9806
116.408	39.9114
116.396	39.93
116.364	39.9325
116.41	39.9163
116.396	39.9456
116.43	39.9439
116.396	39.93
116.396	39.93
116.41	39.9481
116.377	39.9835
116.41	39.9446
116.44	39.9361
116.374	39.8898
116.402	39.9296
116.396	39.93
116.396	39.93
116.396	39.93
116.338	39.9725
116.431	39.9299
116.391	39.9413
116.477	39.9226
116.396	39.9404
116.395	39.9409
116.42	39.9399
116.374	39.8404
116.409	39.9151
116.344	39.939
116.483	39.9563
116.33	39.965
116.513	39.9135
116.457	39.9379
116.396	39.93
116.498	39.9194
116.484	39.9558
116.395	39.944
116.39	39.9411
116.409	39.9435
116.447	39.9317
116.424	39.9352
116.389	39.9124
116.38	39.891
116.394	39.8673
116.48	39.8979
116.478	39.9114
116.511	39.8801
116.475	39.9609
116.404	39.8998
116.445	39.9462
116.475	39.9057
116.426	39.9246
116.502	39.9163
116.342	39.8902
116.403	39.8962
116.421	39.9505
116.379	39.8927
116.491	39.9519
116.335	39.9103
116.393	39.9367
116.406	39.947
116.396	39.93
116.392	39.8938
116.429	39.9794
116.395	39.9432
116.342	39.948
116.387	39.897
116.389	39.98
116.412	39.9334
116.413	39.9348
116.464	39.9048
116.332	39.959
116.375	39.9067
116.403	39.9217
116.38	39.8926
116.48	39.9185
116.435	39.9508
116.393	39.9397
116.413	39.9348
116.378	39.9034
116.41	39.9341
116.32	39.95
116.393	39.9408
116.41	39.9341
116.481	39.919
116.409	39.9446
116.41	39.9664
116.323	39.952
116.461	39.9404
116.481	39.9188
116.382	39.894
116.455	39.8205
116.403	39.9022
116.398	39.9019
116.427	39.9549
116.42	39.9399
116.42	39.942
116.396	39.93
116.388	39.8928
116.465	39.9224
116.362	39.8452
116.381	39.9191
116.456	39.9331
116.405	39.9003
116.397	39.8943
116.431	39.9308
116.413	39.9348
116.414	39.94
116.392	39.8784
116.304	39.9426
116.484	39.9558
116.461	39.9404
116.408	39.9448
116.393	39.9531
116.379	39.8919
116.428	39.9205
116.326	39.8543
116.342	39.8902
116.396	39.93
116.387	39.9509
116.449	39.938
116.363	39.859
116.428	39.9335
116.459	39.9112
116.434	39.8515
116.388	39.888
116.404	39.8986
116.462	39.9212
116.436	39.9837
116.311	39.9182
116.326	39.8543
116.47	39.8469
116.422	39.9318
116.488	39.9504
116.446	39.905
116.461	39.9253
116.382	39.9148
116.41	39.9096
116.404	39.9
116.413	39.9348
116.304	39.8531
116.415	39.909
116.454	39.9361
116.403	39.9242
116.439	39.9254
116.409	39.8354
116.411	39.9454
116.418	39.95
116.412	39.9449
116.332	39.959
116.391	39.8944
116.392	39.8784
116.477	39.9327
116.481	39.919
116.404	39.8556
116.395	39.9328
116.459	39.9774
116.461	39.9253
116.465	39.8987
116.342	39.8902
116.416	39.9091
116.326	39.8543
116.407	39.902
116.383	39.944
116.374	39.9672
116.477	39.9327
116.388	39.8845
116.488	39.9504
116.387	39.9723
116.396	39.93
116.417	39.9091
116.386	39.8964
116.462	39.9567
116.484	39.9208
116.47	39.9545
116.382	39.8889
116.396	39.9309
116.392	39.898
116.39	39.8822
116.343	39.9495
116.45	39.9228
116.451	39.936
116.438	39.9
116.387	39.9504
116.325	39.88
116.404	39.9208
116.392	39.8784
116.403	39.9537
116.435	39.8731
116.36	39.983
116.378	39.9102
116.413	39.9348
116.423	39.9521
116.403	39.9279
116.387	39.9509
116.359	39.9643
116.462	39.9567
116.396	39.93
116.396	39.93
116.362	39.9778
116.35	39.9579
